,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,High,Medium,Small,Tier 1,Tier 2,Tier 3
275,FDH19,17.6,0,0.03292824,3,173.1738,5,1985,4,7298.4996,0,1,0,0,0,1
276,FDY55,16.75,0,0.081252534,4,256.4988,4,1987,1,7452.9652,1,0,0,0,0,1
277,FDY03,17.6,1,0.076552407,3,110.5202,7,2007,1,450.0808,0,1,0,0,1,0
278,FDK21,7.905,0,0.016758569,7,250.4408,3,1998,3,500.6816,0,1,0,0,0,1
279,FDZ10,17.6,0,0.044248175,7,126.202,5,1985,4,3668.558,0,1,0,0,0,1
280,FDZ32,7.785,1,0.038288087,4,103.1964,2,2009,2,736.3748,0,1,0,0,0,1
281,NCZ18,7.825,0,0.186032678,5,253.0698,9,2004,1,6088.0752,0,0,1,0,1,0
282,NCF07,17.6,0,0.031867464,5,101.0016,5,1985,4,2125.2336,0,1,0,0,0,1
283,DRE49,20.75,0,0.021370201,2,153.0024,7,2007,1,2277.036,0,1,0,0,1,0
284,FDJ08,17.6,0,0.193772568,4,190.3846,10,1985,3,573.2538,0,0,1,1,0,0
285,FDT39,6.26,1,0.009866049,3,151.1366,9,2004,1,2267.049,0,0,1,0,1,0
286,FDE08,18.2,0,0.082551042,4,147.3734,3,1998,3,296.9468,0,1,0,0,0,1
287,NCD06,13.0,0,0.099729888,5,46.306,2,2009,2,559.272,0,1,0,0,0,1
288,FDB57,20.25,1,0.018801549,4,222.1772,9,2004,1,5559.43,0,0,1,0,1,0
289,NCT54,8.695,0,0.119721451,5,95.5094,1,1999,1,1237.7222,0,1,0,1,0,0
290,DRF49,7.27,0,0.071222087,2,113.5518,6,2002,1,569.259,0,1,0,0,1,0
291,FDM25,17.6,1,0.060371962,9,174.0712,5,1985,4,3866.9664,0,1,0,0,0,1
292,FDF20,12.85,0,0.033287541,4,198.4768,6,2002,1,1379.5376,0,1,0,0,1,0
293,FDH27,7.075,0,0.05858462,1,142.7128,2,2009,2,1869.5664,0,1,0,0,0,1
294,FDV60,17.6,1,0.11679292,6,196.211,5,1985,4,5499.508,0,1,0,0,0,1
295,FDY59,8.195,0,0.031452265,6,94.3462,1,1999,1,925.462,0,1,0,1,0,0
296,FDK36,7.09,0,0.00721395,6,47.9034,9,2004,1,583.2408,0,0,1,0,1,0
297,NCM31,6.095,0,0.081196619,15,141.4154,8,1997,1,1418.154,0,0,1,1,0,0
298,FDE33,19.35,1,0.049916364,4,80.2644,7,2007,1,942.7728,0,1,0,0,1,0
299,FDU36,6.15,0,0.04627095,6,99.3384,8,1997,1,2364.9216,0,0,1,1,0,0
300,FDV13,17.6,1,0.02747716,12,87.9856,5,1985,4,3251.7672,0,1,0,0,0,1
301,FDV20,17.6,1,0.104704537,4,125.2678,10,1985,3,254.3356,0,0,1,1,0,0
302,NCQ54,17.7,0,0.012540003,5,167.0474,9,2004,1,5895.659,0,0,1,0,1,0
303,FDO23,17.85,0,0.147023834,13,93.7436,2,2009,2,1134.5232,0,1,0,0,0,1
304,DRE60,9.395,0,0.159657596,2,224.972,6,2002,1,7696.648,0,1,0,0,1,0
305,DRP47,15.75,0,0.141398626,11,250.5382,7,2007,1,2775.7202,0,1,0,0,1,0
306,FDB21,7.475,0,0.148821808,4,241.2854,6,2002,1,5317.0788,0,1,0,0,1,0
307,FDR04,7.075,0,0.0,8,98.0068,2,2009,2,874.8612,0,1,0,0,0,1
308,FDX23,6.445,0,0.029691762,6,92.6436,8,1997,1,1039.9796,0,0,1,1,0,0
309,FDX19,19.1,0,0.096715523,4,235.0958,9,2004,1,3038.0454,0,0,1,0,1,0
310,FDD40,20.25,1,0.014790559,1,193.6162,9,2004,1,3848.324,0,0,1,0,1,0
311,FDA01,15.0,1,0.054378253,12,59.1904,8,1997,1,527.3136,0,0,1,1,0,0
312,FDS33,6.67,1,0.123428594,7,89.1514,8,1997,1,2390.8878,0,0,1,1,0,0
313,FDM50,17.6,1,0.029943463,12,60.222,5,1985,4,1677.816,0,1,0,0,0,1
314,FDB29,16.7,1,0.052368061,8,112.7176,4,1987,1,801.6232,1,0,0,0,0,1
315,FDF46,7.07,0,0.093861144,7,115.5834,6,2002,1,1267.0174,0,1,0,0,1,0
316,FDA33,6.48,0,0.033968647,7,148.0076,6,2002,1,886.8456,0,1,0,0,1,0
317,FDC08,19.0,1,0.173154079,4,228.272,3,1998,3,452.744,0,1,0,0,0,1
318,FDB53,13.35,0,0.139735226,8,147.5392,6,2002,1,3877.6192,0,1,0,0,1,0
319,FDY31,17.6,0,0.043351896,4,146.6418,5,1985,4,4414.254,0,1,0,0,0,1
320,DRQ35,17.6,0,0.042086652,11,122.4388,5,1985,4,5448.9072,0,1,0,0,0,1
321,FDX36,9.695,1,0.12848269,6,223.9404,1,1999,1,4950.8888,0,1,0,1,0,0
322,DRD13,15.0,0,0.049357077,2,62.6168,7,2007,1,958.752,0,1,0,0,1,0
323,FDC52,11.15,1,0.008326735,1,149.9708,7,2007,1,1956.1204,0,1,0,0,1,0
324,FDB45,20.85,0,0.021362955,4,103.2306,1,1999,1,2404.2038,0,1,0,1,0,0
325,NCK19,9.8,0,0.151420934,15,194.3478,3,1998,3,387.4956,0,1,0,0,0,1
326,FDV51,16.35,0,0.032511818,3,165.0842,4,1987,1,994.7052,1,0,0,0,0,1
327,FDZ35,9.6,1,0.022323658,13,101.299,6,2002,1,1754.383,0,1,0,0,1,0
328,NCW17,17.6,0,0.019292355,10,129.9994,5,1985,4,3340.9844,0,1,0,0,0,1
329,FDV59,13.35,0,0.048124443,13,216.7166,6,2002,1,3918.8988,0,1,0,0,1,0
330,DRH39,20.7,0,0.09261307,1,76.367,4,1987,1,306.268,1,0,0,0,0,1
331,FDN60,17.6,0,0.094697274,6,158.4604,5,1985,4,4278.4308,0,1,0,0,0,1
332,FDU55,16.2,0,0.035984104,4,260.6278,6,2002,1,4425.5726,0,1,0,0,1,0
333,FDN58,17.6,1,0.056596985,7,230.9984,5,1985,4,9267.936,0,1,0,0,0,1
334,FDC41,17.6,0,0.2047,8,76.867,10,1985,3,229.701,0,0,1,1,0,0
335,FDO01,17.6,1,0.020618324,9,129.3994,5,1985,4,2055.9904,0,1,0,0,0,1
336,NCO43,5.5,0,0.04709821,15,101.3016,8,1997,1,3339.6528,0,0,1,1,0,0
337,FDQ07,15.1,1,0.087584126,4,221.7456,6,2002,1,6410.3224,0,1,0,0,1,0
338,FDF28,15.7,1,0.038078899,8,122.9046,7,2007,1,1992.0736,0,1,0,0,1,0
339,FDM01,7.895,1,0.095102092,9,104.4332,7,2007,1,2870.9296,0,1,0,0,1,0
340,FDY49,17.6,1,0.011953902,12,164.5184,5,1985,4,2807.0128,0,1,0,0,0,1
341,FDR24,17.35,1,0.062799379,6,88.183,4,1987,1,539.298,1,0,0,0,0,1
342,NCY18,7.285,0,0.031125709,5,174.3054,4,1987,1,4377.635,1,0,0,0,0,1
343,NCY30,20.25,0,0.026005891,5,180.9976,6,2002,1,2716.464,0,1,0,0,1,0
344,FDJ22,17.6,0,0.09246392,7,190.9504,10,1985,3,383.5008,0,0,1,1,0,0
345,DRI37,15.85,0,0.107765165,2,59.5904,1,1999,1,703.0848,0,1,0,1,0,0
346,FDL27,6.17,0,0.010647477,3,66.3826,1,1999,1,1937.478,0,1,0,1,0,0
347,NCO30,19.5,0,0.015749341,5,182.2608,1,1999,1,3307.6944,0,1,0,1,0,0
348,NCB07,19.2,0,0.077628053,5,197.611,1,1999,1,3142.576,0,1,0,1,0,0
349,FDX25,16.7,0,0.0,12,181.2292,2,2009,2,2554.0088,0,1,0,0,0,1
350,FDP59,20.85,1,0.056695731,13,104.0648,2,2009,2,1869.5664,0,1,0,0,0,1
351,FDR59,14.5,1,0.063993068,13,260.4594,6,2002,1,5494.8474,0,1,0,0,1,0
352,FDT27,11.395,1,0.069529262,3,233.1616,4,1987,1,6093.4016,1,0,0,0,0,1
353,DRI01,7.97,0,0.034452949,2,174.0422,8,1997,1,2586.633,0,0,1,1,0,0
354,FDU09,7.71,1,0.06670068,7,55.2956,1,1999,1,1255.6988,0,1,0,1,0,0
355,FDH26,19.25,1,0.034699737,12,141.7496,8,1997,1,4093.3384,0,0,1,1,0,0
356,FDH27,7.075,0,0.058346939,1,142.2128,8,1997,1,3163.8816,0,0,1,1,0,0
357,FDN39,17.6,1,0.065203103,3,166.0816,5,1985,4,5033.448,0,1,0,0,0,1
358,FDH40,11.6,1,0.078929571,8,79.9276,8,1997,1,1137.1864,0,0,1,1,0,0
359,FDJ56,17.6,0,0.182514881,4,98.77,5,1985,4,2696.49,0,1,0,0,0,1
360,DRN47,12.1,0,0.016895293,11,178.566,2,2009,2,898.83,0,1,0,0,0,1
361,NCO17,10.0,0,0.073379745,10,118.244,8,1997,1,2756.412,0,0,1,1,0,0
362,FDX60,14.35,0,0.08075758,6,81.896,6,2002,1,878.856,0,1,0,0,1,0
363,FDT22,10.395,0,0.112271498,7,58.222,1,1999,1,659.142,0,1,0,1,0,0
364,FDX26,17.6,0,0.153741385,1,182.6292,10,1985,3,182.4292,0,0,1,1,0,0
365,FDG45,8.1,0,0.127929521,4,211.4902,4,1987,1,3610.6334,1,0,0,0,0,1
366,FDD44,8.05,1,0.07838564,4,256.4646,9,2004,1,5153.292,0,0,1,0,1,0
367,FDS15,9.195,1,0.078502143,3,108.7596,7,2007,1,2588.6304,0,1,0,0,1,0
368,FDL51,20.7,1,0.047684831,1,212.5876,2,2009,2,1286.3256,0,1,0,0,0,1
369,FDL32,15.7,1,0.123159656,4,110.1544,7,2007,1,1230.3984,0,1,0,0,1,0
370,FDZ07,17.6,1,0.0,4,60.2194,5,1985,4,1733.7432,0,1,0,0,0,1
371,NCW53,17.6,0,0.053392944,10,193.8162,10,1985,3,384.8324,0,0,1,1,0,0
372,NCA54,16.5,0,0.036715907,5,180.0318,6,2002,1,3969.4996,0,1,0,0,1,0
373,FDX09,9.0,0,0.065236932,7,176.437,9,2004,1,7763.228,0,0,1,0,1,0
374,FDO51,6.785,1,0.041947547,3,41.2112,4,1987,1,809.6128,1,0,0,0,0,1
375,FDW49,19.5,0,0.082888496,12,178.6002,2,2009,2,1253.7014,0,1,0,0,0,1
376,FDB27,7.575,0,0.055390121,1,195.2768,8,1997,1,5715.2272,0,0,1,1,0,0
377,FDF45,18.2,1,0.012194556,4,57.7904,4,1987,1,1464.76,1,0,0,0,0,1
378,FDV02,16.75,0,0.060495243,1,169.8106,4,1987,1,3251.1014,1,0,0,0,0,1
379,FDY28,7.47,1,0.0,8,214.3218,9,2004,1,4274.436,0,0,1,0,1,0
380,FDX31,17.6,1,0.014753811,4,231.7958,5,1985,4,5375.0034,0,1,0,0,0,1
381,FDR43,17.6,0,0.160707489,4,38.019,5,1985,4,1318.284,0,1,0,0,0,1
382,FDP51,13.85,1,0.085622362,3,119.4124,2,2009,2,2251.7356,0,1,0,0,0,1
383,FDL52,6.635,1,0.046350909,8,37.4506,7,2007,1,1176.4686,0,1,0,0,1,0
384,FDR44,6.11,1,0.102920886,4,130.4968,8,1997,1,3523.4136,0,0,1,1,0,0
385,FDB34,15.25,0,0.026604781,7,86.2198,9,2004,1,610.5386,0,0,1,0,1,0
386,FDC50,15.85,0,0.0,12,96.4094,9,2004,1,1237.7222,0,0,1,0,1,0
387,FDT57,15.2,0,0.031860325,7,235.1248,3,1998,3,474.0496,0,1,0,0,0,1
388,FDP22,17.6,1,0.0,7,52.6666,5,1985,4,717.7324,0,1,0,0,0,1
389,DRE49,20.75,0,0.021250002,2,150.5024,8,1997,1,2580.6408,0,0,1,1,0,0
390,FDM40,10.195,0,0.159936948,8,143.2154,8,1997,1,2552.6772,0,0,1,1,0,0
391,FDY32,7.605,0,0.129503146,4,164.021,6,2002,1,3914.904,0,1,0,0,1,0
392,FDW07,18.0,1,0.142688846,4,88.5514,8,1997,1,796.9626,0,0,1,1,0,0
393,FDU02,17.6,0,0.179484411,1,228.9352,10,1985,3,916.1408,0,0,1,1,0,0
394,NCF18,18.35,0,0.089163056,5,191.3504,6,2002,1,3259.7568,0,1,0,0,1,0
395,FDQ56,6.59,0,0.105761491,4,84.8908,1,1999,1,1677.816,0,1,0,1,0,0
396,FDN58,13.8,1,0.056960814,7,230.0984,1,1999,1,3707.1744,0,1,0,1,0,0
397,FDG35,21.2,1,0.00704098,14,173.5738,8,1997,1,2954.1546,0,0,1,1,0,0
398,FDY34,10.5,1,0.011026594,7,166.4842,2,2009,2,2652.5472,0,1,0,0,0,1
399,NCE19,8.97,0,0.093203257,5,52.7956,6,2002,1,1037.3164,0,1,0,0,1,0
400,NCK31,17.6,0,0.026916794,15,50.9666,5,1985,4,717.7324,0,1,0,0,0,1
401,NCJ29,10.6,0,0.035264298,10,86.1224,6,2002,1,426.112,0,1,0,0,1,0
402,FDT59,13.65,0,0.015908424,13,231.1668,9,2004,1,6911.004,0,0,1,0,1,0
403,NCX41,19.0,0,0.017719277,10,211.0244,8,1997,1,3811.0392,0,0,1,1,0,0
404,FDU45,17.6,1,0.035334201,7,115.3518,5,1985,4,2277.036,0,1,0,0,0,1
405,FDW24,17.6,0,0.065652494,6,48.9034,10,1985,3,48.6034,0,0,1,1,0,0
406,FDF22,6.865,0,0.056919038,7,212.8218,1,1999,1,5770.4886,0,1,0,1,0,0
407,FDM60,10.8,1,0.048143292,6,40.2138,8,1997,1,690.4346,0,0,1,1,0,0
408,FDR02,16.7,0,0.022047313,1,110.2886,4,1987,1,1890.2062,1,0,0,0,0,1
409,DRP35,17.6,0,0.090427268,11,126.2336,5,1985,4,3195.84,0,1,0,0,0,1
410,FDS48,15.15,0,0.027779254,6,150.1708,8,1997,1,1504.708,0,0,1,1,0,0
411,NCZ42,10.5,0,0.0,5,238.3248,3,1998,3,711.0744,0,1,0,0,0,1
412,FDZ38,17.6,0,0.008033611,1,174.2422,2,2009,2,4311.055,0,1,0,0,0,1
413,FDH19,19.35,0,0.033088472,3,175.4738,8,1997,1,521.3214,0,0,1,1,0,0
414,NCB55,15.7,0,0.160663021,5,59.4562,8,1997,1,829.5868,0,0,1,1,0,0
415,FDC15,18.1,0,0.178975721,1,155.5288,7,2007,1,1571.288,0,1,0,0,1,0
416,FDF11,10.195,1,0.017627888,14,239.6538,9,2004,1,2403.538,0,0,1,0,1,0
417,FDW35,17.6,0,0.0194158,13,41.6454,10,1985,3,83.8908,0,0,1,1,0,0
418,FDB44,6.655,0,0.016993225,4,211.0586,6,2002,1,844.2344,0,1,0,0,1,0
419,NCC06,19.0,0,0.027139013,5,127.3336,7,2007,1,2940.1728,0,1,0,0,1,0
420,FDR04,7.075,0,0.03777249,8,98.0068,3,1998,3,291.6204,0,1,0,0,0,1
421,FDB17,13.15,0,0.036746479,8,181.2976,6,2002,1,3259.7568,0,1,0,0,1,0
422,FDW43,20.1,1,0.022460102,4,226.8036,1,1999,1,3415.554,0,1,0,1,0,0
423,FDA27,20.35,1,0.0,1,256.7672,2,2009,2,5624.6784,0,1,0,0,0,1
424,NCU41,18.85,0,0.05213575,10,190.1846,1,1999,1,6687.961,0,1,0,1,0,0
425,FDY56,16.35,1,0.062508438,4,227.1062,1,1999,1,5642.655,0,1,0,1,0,0
426,FDV39,11.3,0,0.007309544,3,196.2426,2,2009,2,4943.565,0,1,0,0,0,1
427,FDN32,17.5,0,0.015623754,4,182.6266,2,2009,2,3135.2522,0,1,0,0,0,1
428,FDW07,18.0,1,0.142978223,4,87.4514,6,2002,1,796.9626,0,1,0,0,1,0
429,FDZ27,7.935,0,0.017191055,1,51.535,6,2002,1,848.895,0,1,0,0,1,0
430,FDW23,17.6,0,0.143592939,6,37.3164,10,1985,3,38.6164,0,0,1,1,0,0
431,FDU01,20.25,1,0.011995271,12,184.5924,8,1997,1,4997.4948,0,0,1,1,0,0
432,FDF10,15.5,1,0.15717236,7,149.1418,1,1999,1,588.5672,0,1,0,1,0,0
433,DRH03,17.6,0,0.061393095,1,91.812,10,1985,3,372.848,0,0,1,1,0,0
434,FDW27,17.6,1,0.264124669,3,155.7314,10,1985,3,155.1314,0,0,1,1,0,0
435,DRI13,15.35,0,0.020310046,2,218.0508,4,1987,1,3038.7112,1,0,0,0,0,1
436,NCR05,10.1,0,0.054630834,10,200.2084,8,1997,1,1587.2672,0,0,1,1,0,0
437,FDB29,16.7,1,0.052517969,8,115.4176,6,2002,1,687.1056,0,1,0,0,1,0
438,FDL51,20.7,1,0.047565208,1,213.4876,1,1999,1,1929.4884,0,1,0,1,0,0
439,FDB11,16.0,0,0.060797393,14,223.8404,4,1987,1,3600.6464,1,0,0,0,0,1
440,FDI35,14.0,0,0.041291169,14,180.7634,8,1997,1,2181.1608,0,0,1,1,0,0
441,FDX08,12.85,0,0.022604051,4,181.4318,8,1997,1,3428.2042,0,0,1,1,0,0
442,FDP59,20.85,1,0.056580228,13,105.6648,6,2002,1,623.1888,0,1,0,0,1,0
443,NCJ18,12.35,0,0.164196823,5,120.5124,1,1999,1,2133.2232,0,1,0,1,0,0
444,FDJ41,6.85,0,0.022976497,8,261.6594,2,2009,2,3401.5722,0,1,0,0,0,1
445,FDU08,10.3,0,0.027310252,4,101.0042,9,2004,1,1289.6546,0,0,1,0,1,0
446,FDS09,17.6,1,0.141975462,7,49.6008,10,1985,3,50.6008,0,0,1,1,0,0
447,DRH15,8.775,0,0.0,1,45.9428,4,1987,1,790.9704,1,0,0,0,0,1
448,NCV17,18.85,0,0.01619866,10,129.2626,7,2007,1,3147.9024,0,1,0,0,1,0
449,NCO54,17.6,0,0.014205168,5,56.7614,5,1985,4,2486.763,0,1,0,0,0,1
450,FDE24,14.85,0,0.09344495,6,141.0812,9,2004,1,1139.8496,0,0,1,0,1,0
451,FDH53,20.5,1,0.019199733,8,84.3592,8,1997,1,1816.3024,0,0,1,1,0,0
452,FDZ13,7.84,1,0.154120252,12,51.935,2,2009,2,199.74,0,1,0,0,0,1
453,FDW28,18.25,0,0.089004389,8,196.7452,6,2002,1,978.726,0,1,0,0,1,0
454,FDU46,10.3,1,0.011117041,7,85.854,4,1987,1,2683.174,1,0,0,0,0,1
455,NCE43,12.5,0,0.103422709,5,169.9448,9,2004,1,2897.5616,0,0,1,0,1,0
456,FDS26,17.6,0,0.089035961,1,260.5594,5,1985,4,9158.079,0,1,0,0,0,1
457,FDB14,20.25,1,0.102723919,12,93.212,8,1997,1,1957.452,0,0,1,1,0,0
458,DRB48,17.6,1,0.024733134,2,40.2822,5,1985,4,1296.3126,0,1,0,0,0,1
459,NCC42,15.0,0,0.044871033,10,140.3838,4,1987,1,2528.7084,1,0,0,0,0,1
460,FDQ20,8.325,0,0.029760052,4,38.7138,4,1987,1,284.2966,1,0,0,0,0,1
461,FDA13,15.85,0,0.078999287,12,38.6506,7,2007,1,759.012,0,1,0,0,1,0
462,FDZ15,13.1,0,0.020870744,1,117.3782,8,1997,1,1787.673,0,0,1,1,0,0
463,NCV42,6.26,0,0.031599715,5,111.3228,7,2007,1,2431.5016,0,1,0,0,1,0
464,DRI51,17.25,0,0.042413704,1,173.1764,2,2009,2,4466.1864,0,1,0,0,0,1
465,FDO28,5.765,0,0.072284689,8,119.9098,9,2004,1,2048.6666,0,0,1,0,1,0
466,NCS54,13.6,0,0.009984847,5,175.437,4,1987,1,1940.807,1,0,0,0,0,1
467,FDH16,10.5,0,0.052852621,8,88.783,7,2007,1,2067.309,0,1,0,0,1,0
468,FDG24,7.975,0,0.014660821,6,85.125,6,2002,1,2663.2,0,1,0,0,1,0
469,FDR52,12.65,1,0.076354362,8,192.1846,2,2009,2,1146.5076,0,1,0,0,0,1
470,NCH06,12.3,0,0.076709639,5,247.846,6,2002,1,3448.844,0,1,0,0,1,0
471,FDA36,5.985,0,0.005677876,6,184.8924,6,2002,1,1665.8316,0,1,0,0,1,0
472,FDU56,17.6,0,0.0,4,184.7266,5,1985,4,8114.7704,0,1,0,0,0,1
473,FDT09,15.15,1,0.012282366,7,132.5284,1,1999,1,1713.7692,0,1,0,1,0,0
474,FDU25,12.35,0,0.026681262,12,56.4246,8,1997,1,810.9444,0,0,1,1,0,0
475,FDK41,14.3,0,0.127541722,8,84.9224,8,1997,1,1193.1136,0,0,1,1,0,0
476,NCT54,8.695,0,0.119513002,5,93.4094,9,2004,1,856.8846,0,0,1,0,1,0
477,FDV51,16.35,0,0.054463442,3,163.8842,3,1998,3,165.7842,0,1,0,0,0,1
478,FDM24,6.135,1,0.0,6,151.3366,6,2002,1,1057.9562,0,1,0,0,1,0
479,NCO30,19.5,0,0.015756784,5,185.0608,6,2002,1,2205.1296,0,1,0,0,1,0
480,FDQ45,9.5,1,0.010907967,7,182.3608,4,1987,1,2940.1728,1,0,0,0,0,1
481,DRK59,8.895,0,0.07543556,11,235.8616,9,2004,1,3046.7008,0,0,1,0,1,0
482,FDW28,18.25,0,0.0,8,196.8452,8,1997,1,3327.6684,0,0,1,1,0,0
483,FDC02,21.35,0,0.115194717,12,258.3278,3,1998,3,520.6556,0,1,0,0,0,1
484,FDR21,19.7,0,0.066922802,7,174.837,9,2004,1,2999.429,0,0,1,0,1,0
485,FDN48,17.6,0,0.064636203,6,90.0804,5,1985,4,2113.2492,0,1,0,0,0,1
486,FDT44,16.6,0,0.103195401,4,117.8466,6,2002,1,942.7728,0,1,0,0,1,0
487,FDX14,17.6,0,0.13121032,1,74.0354,10,1985,3,75.2354,0,0,1,1,0,0
488,FDH57,10.895,0,0.035747522,4,133.6284,8,1997,1,1581.9408,0,0,1,1,0,0
489,FDH28,17.6,1,0.192650072,8,37.4506,10,1985,3,37.9506,0,0,1,1,0,0
490,NCT41,17.6,0,0.098031771,10,151.3024,10,1985,3,151.8024,0,0,1,1,0,0
491,FDO11,17.6,1,0.030118338,13,248.8092,5,1985,4,3486.1288,0,1,0,0,0,1
492,NCP42,8.51,0,0.016201845,5,195.2478,7,2007,1,4262.4516,0,1,0,0,1,0
493,FDN09,14.15,0,0.05837308,7,243.9828,3,1998,3,731.0484,0,1,0,0,0,1
494,FDP32,6.65,0,0.087652908,4,128.8678,9,2004,1,1398.8458,0,0,1,0,1,0
495,FDV57,15.25,1,0.065999008,7,177.966,1,1999,1,2336.958,0,1,0,1,0,0
496,FDW28,18.25,0,0.088750333,8,196.5452,4,1987,1,2348.9424,1,0,0,0,0,1
497,FDR56,17.6,1,0.100277876,4,196.8768,5,1985,4,7094.7648,0,1,0,0,0,1
498,FDA40,16.0,1,0.099252438,8,87.4856,9,2004,1,1054.6272,0,0,1,0,1,0
499,NCG42,19.2,0,0.0,5,127.831,6,2002,1,1298.31,0,1,0,0,1,0
500,NCK54,12.15,0,0.0,5,117.815,7,2007,1,2330.3,0,1,0,0,1,0
501,FDE16,8.895,0,0.026384672,8,208.9954,1,1999,1,4584.6988,0,1,0,1,0,0
502,FDB15,10.895,0,0.228993134,1,263.4568,3,1998,3,527.3136,0,1,0,0,0,1
503,FDC40,16.0,1,0.065431917,1,76.1986,7,2007,1,1869.5664,0,1,0,0,1,0
504,FDE53,17.6,0,0.026749991,8,106.928,5,1985,4,2876.256,0,1,0,0,0,1
505,FDK24,9.195,0,0.0,6,43.6744,2,2009,2,407.4696,0,1,0,0,0,1
506,FDW31,11.35,1,0.043333912,4,201.0742,2,2009,2,2189.8162,0,1,0,0,0,1
507,NCX29,10.0,0,0.089656812,10,144.0102,7,2007,1,1603.9122,0,1,0,0,1,0
508,NCM07,9.395,0,0.039954281,15,82.4908,9,2004,1,2013.3792,0,0,1,0,1,0
509,DRN36,17.6,0,0.087854925,2,95.9752,10,1985,3,95.8752,0,0,1,1,0,0
510,FDQ37,20.75,0,0.149404057,9,192.8478,3,1998,3,774.9912,0,1,0,0,0,1
511,FDK43,9.8,0,0.0268952,3,128.402,6,2002,1,2403.538,0,1,0,0,1,0
512,FDK28,5.695,0,0.065857092,8,258.5646,2,2009,2,4380.2982,0,1,0,0,0,1
513,FDR43,18.2,0,0.161817014,4,37.819,6,2002,1,219.714,0,1,0,0,1,0
514,FDL48,19.35,1,0.082197959,6,49.2034,4,1987,1,729.051,1,0,0,0,0,1
515,DRL23,18.35,0,0.015335349,11,106.6938,6,2002,1,1393.5194,0,1,0,0,1,0
516,NCX42,6.36,0,0.00599072,5,163.6526,6,2002,1,5262.4832,0,1,0,0,1,0
517,DRD37,9.8,0,0.013898123,2,46.506,2,2009,2,372.848,0,1,0,0,0,1
518,FDZ47,17.6,1,0.078912473,6,99.9042,5,1985,4,3273.7386,0,1,0,0,0,1
519,NCJ54,17.6,0,0.059776237,5,231.7642,5,1985,4,5344.3766,0,1,0,0,0,1
520,FDL52,6.635,1,0.0,8,39.7506,4,1987,1,303.6048,1,0,0,0,0,1
521,FDC15,18.1,0,0.297883712,1,156.7288,3,1998,3,314.2576,0,1,0,0,0,1
522,NCD19,8.93,0,0.022059594,5,56.0614,3,1998,3,276.307,0,1,0,0,0,1
523,FDD08,8.3,0,0.03532494,4,38.9506,4,1987,1,721.0614,1,0,0,0,0,1
524,NCN18,8.895,0,0.124967595,5,112.7544,6,2002,1,3467.4864,0,1,0,0,1,0
525,FDY56,16.35,1,0.062411404,4,225.9062,8,1997,1,5416.9488,0,0,1,1,0,0
526,NCI29,8.6,0,0.032754431,10,140.5154,2,2009,2,283.6308,0,1,0,0,0,1
527,NCE06,17.6,0,0.160178832,5,160.2894,10,1985,3,323.5788,0,0,1,1,0,0
528,FDC08,19.0,1,0.104035148,4,227.772,7,2007,1,5206.556,0,1,0,0,1,0
529,FDU52,7.56,0,0.06390019,8,157.263,6,2002,1,2503.408,0,1,0,0,1,0
530,FDN16,12.6,1,0.062648111,8,104.899,4,1987,1,1960.781,1,0,0,0,0,1
531,NCM55,15.6,0,0.111685868,15,184.7924,3,1998,3,370.1848,0,1,0,0,0,1
532,FDR49,8.71,0,0.233039817,12,49.5376,3,1998,3,95.8752,0,1,0,0,0,1
533,FDC15,18.1,0,0.17824575,1,158.1288,1,1999,1,3299.7048,0,1,0,1,0,0
534,FDB53,13.35,0,0.140241213,8,150.2392,7,2007,1,2684.5056,0,1,0,0,1,0
535,FDK44,16.6,0,0.0,4,173.3738,8,1997,1,2085.2856,0,0,1,1,0,0
536,FDA16,6.695,0,0.033935576,8,221.9456,9,2004,1,2210.456,0,0,1,0,1,0
537,FDO19,17.6,1,0.016516275,4,47.4034,5,1985,4,2187.153,0,1,0,0,0,1
538,FDO04,16.6,0,0.026537206,8,57.2614,8,1997,1,1049.9666,0,0,1,1,0,0
539,NCL19,15.35,0,0.015673267,15,145.047,9,2004,1,2719.793,0,0,1,0,1,0
540,FDA44,19.7,0,0.089083914,4,54.593,3,1998,3,56.593,0,1,0,0,0,1
541,FDR60,14.3,0,0.131152799,6,78.6328,7,2007,1,231.6984,0,1,0,0,1,0
542,FDV37,17.6,1,0.083109455,12,195.8426,5,1985,4,5734.5354,0,1,0,0,0,1
543,FDG53,10.0,0,0.045818773,8,138.718,4,1987,1,1398.18,1,0,0,0,0,1
544,DRG01,14.8,0,0.044869794,2,76.467,9,2004,1,1531.34,0,0,1,0,1,0
545,FDB38,17.6,1,0.0,12,160.692,10,1985,3,319.584,0,0,1,1,0,0
546,FDI27,8.71,1,0.04605781,1,43.8744,1,1999,1,633.8416,0,1,0,1,0,0
547,FDD29,12.15,0,0.030815427,8,252.0698,3,1998,3,1014.6792,0,1,0,0,0,1
548,NCR41,17.85,0,0.01806055,10,97.0094,6,2002,1,2094.6068,0,1,0,0,1,0
549,FDW44,9.5,1,0.035205866,4,171.3448,1,1999,1,2386.2272,0,1,0,1,0,0
550,FDU21,11.8,1,0.076705948,7,34.7558,9,2004,1,780.9834,0,0,1,0,1,0
